transaction_id,account_id,transaction_type,amount,transaction_date,location,device,is_fraud
7543,6272,Withdrawal,2837.88,2024-08-08 01:01:04,Knightport,ATM,0
7544,5138,Transfer,68052.61,2023-01-31 07:16:12,West Frank,ATM,0
7545,3448,Withdrawal,82319.95,2025-01-04 20:06:35,Adamsbury,Mobile,0
7546,1926,Payment,54451.15,2022-03-09 12:10:37,Lake Molly,ATM,0
7547,3170,Deposit,75907.38,2024-10-16 00:31:51,Amandaville,ATM,0
7548,2469,Deposit,22047.19,2021-04-28 21:29:46,Stevensview,ATM,0
7549,6388,Deposit,31278.89,2021-01-31 07:14:29,Fosterfurt,Web,0
7550,5483,Payment,96221.64,2023-02-15 12:35:29,Mckenzieberg,Web,0
7551,4457,Deposit,28703.37,2024-01-09 23:53:46,Lake Elizabeth,Web,0
7552,2749,Withdrawal,98892.11,2023-05-04 06:13:37,South Ericafort,Web,0
7553,3989,Deposit,855.66,2022-02-22 10:33:52,Wilsonside,ATM,0
7554,4889,Transfer,11154.44,2023-12-07 19:18:14,North Jeremyshire,Web,0
7555,2818,Withdrawal,37127.52,2021-11-22 10:57:20,Lake Mary,ATM,0
7556,5709,Transfer,14789.43,2020-10-18 06:57:36,Phelpsborough,Mobile,0
7557,4507,Withdrawal,99877.06,2025-01-31 15:41:50,Claireland,Mobile,0
7558,3456,Deposit,42568.08,2023-01-26 23:51:13,Danielland,Mobile,0
7559,5378,Transfer,30648.39,2024-04-23 10:20:07,East Maryburgh,Web,0
7560,4608,Withdrawal,71812.23,2025-05-11 15:15:18,North Jacquelinestad,Web,0
7561,26,Deposit,39476.65,2022-06-04 11:17:31,Lake Daltonton,ATM,0
7562,6808,Deposit,20948.2,2023-02-06 09:24:33,South Jacob,ATM,0
7563,6623,Transfer,41512.16,2020-10-30 12:02:39,Brandonberg,ATM,0
7564,1706,Deposit,30527.83,2025-07-13 07:03:34,Danafurt,Mobile,0
7565,1481,Deposit,94872.79,2023-01-16 00:50:16,Michelleburgh,Mobile,1
7566,3289,Transfer,45361.36,2022-09-20 21:54:57,North Kelly,Mobile,1
7567,3520,Withdrawal,97899.29,2024-02-23 01:41:26,East Marvin,ATM,0
7568,3699,Transfer,67232.57,2022-09-02 12:06:40,Christianside,ATM,0
7569,1072,Payment,69213.26,2024-05-02 16:02:23,Fisherberg,Mobile,0
7570,3506,Withdrawal,26210.33,2022-01-17 19:17:00,Tammychester,Mobile,0
7571,5,Transfer,76095.76,2025-06-01 23:39:00,Bondchester,Mobile,0
7572,844,Deposit,57304.56,2020-12-30 15:36:18,Port Sarahport,Mobile,0
7573,2842,Payment,79905.78,2021-04-29 03:54:27,East Cassie,Web,0
7574,2897,Transfer,97133.33,2022-12-11 17:37:48,Rubiochester,ATM,0
7575,801,Withdrawal,80390.35,2024-03-21 12:33:29,South Dariushaven,Web,0
7576,44,Withdrawal,10726.15,2022-06-17 15:11:10,Williamsside,Mobile,0
7577,4111,Payment,50720.59,2021-01-16 01:55:53,Emilymouth,Mobile,0
7578,430,Payment,97635.45,2022-10-14 10:05:58,North Christine,Mobile,0
7579,4352,Payment,39662.19,2025-06-29 19:15:22,East Tarabury,Web,0
7580,4567,Transfer,91756.0,2021-01-08 20:13:00,North Warren,Mobile,0
7581,3038,Transfer,8281.65,2024-08-05 01:41:26,West Charlesborough,ATM,0
7582,635,Transfer,45209.69,2021-09-26 02:01:24,North Brandiborough,Mobile,0
7583,5849,Transfer,62989.31,2023-05-05 21:34:49,North Gabriel,Web,0
7584,6650,Deposit,28535.75,2025-07-20 11:13:23,Riceshire,Mobile,0
7585,4054,Deposit,26688.49,2020-12-14 13:07:28,South Jake,Mobile,0
7586,5352,Withdrawal,88187.85,2025-04-17 10:50:50,Josephport,Mobile,0
7587,6314,Payment,13204.5,2020-10-19 01:02:26,Lake Alexander,ATM,0
7588,3264,Payment,32441.68,2025-06-03 10:39:40,East Jasmin,Mobile,0
7589,2077,Payment,84500.9,2023-07-09 15:58:49,South Cynthialand,Mobile,0
7590,1698,Payment,52240.38,2022-05-14 04:17:15,North Kendrachester,Mobile,1
7591,876,Deposit,24039.86,2023-01-26 01:01:47,Migueltown,Mobile,0
7592,6882,Withdrawal,32598.74,2022-12-09 21:17:21,Port Kelly,Mobile,0
7593,5380,Payment,47874.9,2020-09-04 02:07:03,New Sierraton,ATM,0
7594,1726,Transfer,594.75,2021-04-06 00:19:00,Danielburgh,ATM,0
7595,4300,Withdrawal,21466.21,2022-12-28 12:01:16,Singhhaven,Mobile,0
7596,6703,Withdrawal,66315.71,2024-05-13 10:29:06,Grimesport,Web,0
7597,2472,Payment,13672.72,2023-11-24 15:19:33,South Deborahshire,ATM,0
7598,2624,Deposit,19295.74,2023-11-14 07:00:03,East Jenny,Mobile,1
7599,4416,Deposit,4808.64,2025-07-22 17:33:31,South Terriberg,ATM,0
7600,684,Payment,96768.86,2023-03-14 10:03:55,South Lisa,Web,0
7601,1625,Payment,49426.64,2024-12-23 02:00:13,Christensenside,Mobile,1
7602,5202,Withdrawal,26060.43,2024-03-03 16:09:33,Cooperstad,Web,0
7603,5335,Payment,63692.24,2024-01-06 00:46:04,Angelaborough,ATM,0
7604,3205,Transfer,38353.75,2023-12-09 02:28:17,Tonyaport,Mobile,0
7605,478,Withdrawal,11292.08,2021-05-23 05:25:41,East Joseph,Web,0
7606,6322,Withdrawal,64729.8,2024-08-12 00:40:49,Ramirezborough,ATM,0
7607,5905,Payment,7048.57,2023-01-13 06:23:05,North Chadberg,ATM,1
7608,4746,Transfer,82356.1,2023-11-16 06:06:01,Frankburgh,Mobile,0
7609,6128,Payment,70065.45,2025-03-14 05:21:58,Thomasberg,Mobile,0
7610,6021,Deposit,11033.5,2020-09-04 23:51:34,Seanfort,ATM,0
7611,287,Transfer,45952.78,2020-10-03 21:24:50,Valerieland,Web,0
7612,5652,Deposit,31167.4,2021-09-05 13:51:16,Dayfort,Mobile,0
7613,415,Transfer,37996.28,2024-07-31 15:54:39,Mcintyrestad,ATM,0
7614,5299,Withdrawal,48648.41,2025-03-09 04:14:34,North Michellefort,ATM,0
7615,218,Deposit,10561.93,2024-11-29 09:08:59,Kochview,Mobile,0
7616,2270,Payment,46552.29,2021-12-22 08:38:00,West Todd,ATM,0
7617,2078,Withdrawal,87428.73,2023-03-20 00:59:13,Lake Brookemouth,Mobile,0
7618,6850,Payment,72996.76,2022-03-14 05:59:51,Toddburgh,ATM,1
7619,2119,Payment,54367.95,2022-09-15 07:18:05,Port Shannonmouth,Mobile,0
7620,451,Payment,34947.37,2022-05-27 00:43:06,Careybury,ATM,0
7621,3759,Withdrawal,78846.09,2023-05-18 07:48:52,North Timothyland,Mobile,0
7622,1854,Deposit,24996.01,2022-11-20 10:37:05,Andersonton,Web,0
7623,3125,Withdrawal,78151.83,2020-10-13 01:59:21,East Kari,ATM,0
7624,1831,Withdrawal,68397.77,2021-12-07 22:58:34,Stephenborough,Mobile,0
7625,3151,Transfer,96151.1,2025-06-20 05:58:15,Port Preston,Mobile,0
7626,5440,Payment,66270.11,2023-09-05 16:28:38,Melanietown,ATM,0
7627,2720,Transfer,89821.1,2023-04-07 16:20:03,New Samuel,Web,0
7628,6214,Withdrawal,10976.78,2021-05-31 05:57:59,South Stevenbury,ATM,0
7629,2475,Payment,64129.08,2023-09-25 17:21:51,New Lance,Web,0
7630,2824,Transfer,43735.57,2024-04-26 03:49:41,Stephenborough,Web,0
7631,503,Deposit,13397.91,2024-12-20 09:04:06,East Amanda,ATM,0
7632,19,Payment,75285.47,2024-02-07 21:27:52,Moranchester,Mobile,0
7633,3421,Deposit,47572.98,2024-08-08 17:36:40,New Kathleenhaven,Web,0
7634,4257,Deposit,60829.06,2022-10-08 05:53:47,Lake Pamelachester,Mobile,0
7635,6503,Payment,56237.33,2023-12-23 08:30:49,South Don,Mobile,0
7636,3944,Deposit,50829.79,2023-10-26 03:03:55,West Richard,Mobile,0
7637,4043,Deposit,86571.81,2023-08-02 16:45:38,Rodriguezbury,Web,0
7638,2293,Withdrawal,3845.89,2021-12-13 04:36:17,New Robert,Mobile,0
7639,3096,Payment,84484.03,2022-09-11 14:39:46,Port Justin,Web,0
7640,3958,Deposit,14804.44,2022-09-06 04:08:19,West Mitchellstad,ATM,0
7641,2124,Withdrawal,32968.71,2025-02-09 06:58:43,Rebeccafurt,Web,0
7642,6425,Payment,98400.99,2025-04-21 23:57:09,Herreraberg,ATM,1
7643,1873,Transfer,3518.82,2025-02-21 11:20:25,Lake Christon,Mobile,0
7644,3803,Payment,15357.99,2023-12-23 05:42:13,Seanfort,Mobile,0
7645,5727,Deposit,21311.98,2024-01-19 06:14:25,Johnsonhaven,Web,0
7646,6790,Payment,15458.87,2022-11-13 09:49:12,Amandachester,Web,0
7647,6985,Withdrawal,75978.2,2025-05-13 15:45:40,Brianstad,Web,0
7648,5376,Deposit,35504.05,2021-12-09 23:48:17,New Emilyview,Web,0
7649,1955,Payment,91808.16,2022-11-30 09:22:53,New Seantown,Web,0
7650,3070,Transfer,94115.07,2020-10-09 05:31:03,South Ambertown,ATM,0
7651,6699,Withdrawal,40503.93,2022-02-28 00:31:12,Port Karlborough,ATM,0
7652,4382,Payment,81832.92,2024-04-18 15:21:29,Maryview,Web,1
7653,1564,Withdrawal,93120.03,2021-03-17 20:47:56,Christophermouth,ATM,0
7654,2611,Payment,70828.49,2022-03-10 23:49:34,North Kevin,Web,0
7655,1578,Deposit,76322.18,2023-08-27 21:27:19,Perezville,Mobile,0
7656,4413,Deposit,96362.7,2022-04-26 10:41:11,West Dannybury,Mobile,0
7657,6350,Withdrawal,77411.7,2021-01-01 10:14:18,Kariberg,ATM,0
7658,4576,Deposit,96928.72,2022-01-21 22:59:24,Mccarthyville,Mobile,0
7659,5857,Withdrawal,20079.29,2022-04-08 23:13:28,North Amychester,Mobile,0
7660,499,Transfer,37744.59,2025-06-16 09:41:07,Coxmouth,Web,0
7661,5948,Deposit,19130.14,2021-06-13 20:49:12,Lake Cindy,ATM,0
7662,3458,Payment,18852.79,2022-11-12 02:49:56,Fernandezmouth,Mobile,0
7663,216,Payment,56456.86,2022-02-01 21:33:48,Evansside,ATM,0
7664,2831,Withdrawal,80160.23,2024-05-03 07:45:39,Millerville,Mobile,0
7665,3893,Payment,8244.9,2021-04-25 23:49:04,Peterport,Web,1
7666,2573,Deposit,3999.47,2023-05-28 17:29:01,New Julie,Web,0
7667,6633,Payment,12938.02,2023-03-01 09:51:17,Lake Markborough,ATM,0
7668,2062,Transfer,69612.67,2021-11-01 21:58:45,Reillymouth,Mobile,0
7669,6543,Withdrawal,89192.58,2022-08-13 18:11:38,Lisaland,Web,0
7670,6927,Deposit,65453.45,2025-04-26 01:14:40,New Claytonmouth,Mobile,1
7671,5833,Withdrawal,1645.05,2021-07-14 19:54:09,North Nathantown,Mobile,0
7672,5227,Deposit,71055.35,2024-07-18 08:10:05,Nicholsontown,Mobile,0
7673,2166,Withdrawal,62843.7,2022-06-10 05:33:03,Rubenmouth,Web,0
7674,6852,Transfer,37502.68,2023-08-16 22:12:20,Chadside,Mobile,0
7675,355,Withdrawal,77557.49,2025-05-26 05:34:56,Lake Alexander,ATM,0
7676,3853,Withdrawal,95541.24,2022-11-06 16:48:17,Lambertland,Web,0
7677,3608,Payment,69360.43,2025-07-18 00:10:01,Goldenton,ATM,0
7678,4806,Withdrawal,62997.18,2023-11-23 16:14:36,West Randallside,ATM,0
7679,4176,Transfer,13120.6,2022-11-03 08:03:06,Susanberg,ATM,0
7680,6360,Withdrawal,28700.71,2021-02-15 07:43:51,Dawsonmouth,ATM,0
7681,1559,Transfer,34857.94,2022-08-03 00:18:58,Lake Michelle,Mobile,0
7682,6064,Payment,82494.01,2021-07-01 01:19:43,New Joy,Web,0
7683,6196,Payment,10114.75,2022-05-10 17:42:54,Rowemouth,ATM,0
7684,4720,Transfer,35028.56,2024-08-09 10:26:19,Josephtown,Web,0
7685,3394,Withdrawal,45083.69,2025-03-08 08:52:46,Port Breanna,Web,0
7686,5340,Payment,81179.12,2020-09-15 13:13:25,Dawnton,Mobile,0
7687,1921,Deposit,9887.02,2025-03-01 22:08:09,New Ruthport,Web,0
7688,3615,Withdrawal,67190.91,2025-07-26 01:36:37,West Dawnfort,Web,0
7689,6924,Payment,23682.74,2022-04-22 09:53:22,Morganland,Web,0
7690,2583,Transfer,97731.31,2023-08-17 05:04:19,Christophermouth,Web,0
7691,6668,Payment,16616.84,2022-12-31 00:44:06,Timothymouth,Mobile,0
7692,4665,Payment,67629.02,2023-02-19 21:18:32,North Denise,ATM,0
7693,2378,Withdrawal,51595.27,2021-06-06 15:38:11,Williamsburgh,Web,0
7694,3230,Deposit,28644.86,2024-10-24 07:44:35,Lake Chelseahaven,Web,1
7695,1801,Withdrawal,18080.03,2024-07-19 00:00:16,Mariahland,Web,0
7696,989,Deposit,92784.89,2024-06-06 09:04:49,Nielsenview,Mobile,0
7697,5808,Payment,48805.66,2024-08-23 10:58:29,North Connor,Mobile,0
7698,2560,Withdrawal,66463.41,2021-07-30 04:53:53,Carterfort,ATM,0
7699,6229,Deposit,85437.64,2023-10-07 23:32:12,South Christopher,ATM,0
7700,4161,Withdrawal,97691.09,2025-07-20 19:16:08,Lake Katherineberg,Web,0
7701,951,Deposit,12373.52,2023-06-26 23:12:43,North Gabrielshire,Mobile,0
7702,5896,Withdrawal,8338.69,2022-10-22 16:05:51,Cruzfort,ATM,0
7703,6507,Withdrawal,23895.12,2020-09-18 07:40:03,Lake Stephanie,ATM,0
7704,5807,Withdrawal,38710.6,2020-11-09 19:17:51,Port Catherine,Web,0
7705,2479,Withdrawal,5726.6,2025-02-02 06:53:02,Port Christyfurt,Mobile,0
7706,422,Deposit,67671.1,2025-08-29 13:13:28,South Carolhaven,ATM,0
7707,2342,Transfer,21131.18,2023-09-06 20:54:53,Jacquelinemouth,Web,0
7708,2595,Payment,25075.77,2025-03-05 01:50:45,Port Richardborough,Mobile,0
7709,1864,Withdrawal,49104.85,2024-10-30 05:54:52,West Christine,Mobile,0
7710,1361,Withdrawal,38523.74,2021-03-07 00:01:21,Stephaniebury,Web,0
7711,4738,Deposit,14543.69,2021-12-15 00:48:12,Ashleyport,Mobile,1
7712,6152,Deposit,6209.91,2024-08-10 02:09:02,South Robin,Web,0
7713,1418,Withdrawal,99297.3,2021-10-28 21:46:47,New Jesseview,Web,0
7714,2764,Payment,87632.14,2023-04-09 19:16:32,South Michaelburgh,Mobile,0
7715,3617,Deposit,37092.07,2024-12-30 09:44:13,Charleston,Web,0
7716,2808,Transfer,69671.48,2025-05-12 19:32:40,Eddiestad,Mobile,0
7717,3303,Payment,22295.79,2025-07-06 09:12:11,Adamborough,ATM,0
7718,119,Deposit,60180.1,2020-09-09 16:41:37,Travisberg,Web,0
7719,3997,Withdrawal,98273.5,2025-03-19 07:58:17,Morganborough,Mobile,0
7720,3354,Withdrawal,7904.23,2024-04-21 02:28:43,North Michael,ATM,0
7721,1913,Transfer,55249.2,2021-03-09 15:42:21,Kennethchester,ATM,0
7722,5548,Transfer,63030.67,2021-09-10 14:24:08,Smithview,ATM,0
7723,6275,Payment,45442.07,2020-09-29 04:44:17,Brownshire,Web,0
7724,2622,Payment,86250.1,2021-06-03 00:22:35,East Gina,ATM,0
7725,1975,Deposit,42777.9,2024-03-15 09:51:06,Rogersfort,ATM,0
7726,5516,Withdrawal,52844.51,2022-09-15 09:10:26,Davidbury,Web,0
7727,3947,Deposit,9153.8,2023-06-10 13:20:49,South Patrickstad,Web,0
7728,603,Withdrawal,43991.56,2020-11-16 03:18:04,East Tyronestad,Web,0
7729,2034,Payment,96368.08,2025-01-26 13:28:33,Collinsburgh,ATM,0
7730,4177,Payment,57879.14,2022-09-09 00:20:27,Jenniferville,Web,0
7731,1864,Deposit,84786.23,2023-01-07 20:48:16,Oliverfurt,Mobile,0
7732,21,Deposit,54459.9,2021-05-28 00:41:01,Nguyenmouth,ATM,1
7733,4825,Payment,92767.38,2025-08-24 08:16:31,South Gail,ATM,0
7734,2692,Payment,18403.71,2024-12-02 03:27:56,North Sarahside,Mobile,0
7735,6128,Transfer,11710.81,2022-05-23 21:44:56,Fowlerton,ATM,0
7736,2543,Payment,68298.49,2023-07-19 16:12:26,Stevenville,ATM,0
7737,1678,Withdrawal,55515.78,2024-02-23 05:58:07,Danielborough,ATM,0
7738,1843,Deposit,40684.66,2025-06-15 13:05:57,Hudsonside,Web,1
7739,2560,Transfer,90708.67,2023-02-27 17:10:17,New Kevinborough,ATM,0
7740,6772,Payment,9737.55,2025-07-23 17:39:35,South Meganfurt,Web,0
7741,4924,Deposit,77630.12,2023-01-22 01:46:41,Washingtonfurt,Web,0
7742,1617,Deposit,63103.53,2024-05-04 07:22:36,West Brittany,Web,0
7743,227,Transfer,62764.01,2020-12-30 14:58:16,Diazchester,ATM,0
7744,6973,Withdrawal,79020.29,2022-07-15 17:29:30,Jamesbury,Mobile,0
7745,5231,Payment,58105.33,2022-06-16 13:04:01,Lake John,Web,0
7746,1546,Withdrawal,18355.24,2023-06-25 09:17:08,West Thomaston,ATM,0
7747,377,Withdrawal,22625.02,2024-10-08 06:59:55,South Melissa,Mobile,0
7748,393,Payment,57339.09,2022-07-24 23:30:59,Websterchester,Mobile,0
7749,1152,Payment,78318.02,2023-02-27 23:07:15,Katherineton,Mobile,0
7750,94,Payment,29914.78,2020-09-09 13:47:45,Andreaburgh,ATM,0
7751,6070,Payment,91218.11,2025-01-24 14:14:44,Michaeltown,Mobile,0
7752,592,Deposit,68440.67,2023-12-07 14:32:55,Heatherville,Mobile,0
7753,3614,Payment,65868.98,2020-10-26 23:07:24,Starkfort,Mobile,0
7754,4155,Transfer,53659.02,2022-02-14 23:56:10,Lorraineport,Mobile,0
7755,2919,Withdrawal,14297.05,2023-09-22 02:37:05,Lake Melissa,Web,0
7756,5161,Transfer,12459.53,2024-07-02 05:08:13,Alejandramouth,Web,0
7757,1784,Deposit,16865.48,2021-12-29 20:13:24,North Eric,Mobile,0
7758,2121,Withdrawal,14671.71,2025-02-18 14:25:03,Ashleyland,Mobile,0
7759,3375,Withdrawal,73024.24,2025-06-27 21:06:11,Melissachester,Web,0
7760,805,Withdrawal,70642.19,2022-12-06 23:28:45,West Emily,ATM,0
7761,1432,Withdrawal,95177.77,2022-05-12 11:07:09,Lake Javier,Mobile,0
7762,1774,Withdrawal,77523.26,2023-04-03 16:00:26,Joshuahaven,Web,0
7763,1531,Transfer,78768.48,2025-04-04 00:25:16,Reginaldview,ATM,0
7764,3325,Transfer,29715.0,2022-01-14 14:16:03,North Nathan,ATM,0
7765,5554,Deposit,63782.71,2023-06-09 03:52:10,Lake Kellybury,Mobile,0
7766,4509,Transfer,39874.03,2024-01-05 23:01:31,Rogersburgh,Web,0
7767,1688,Transfer,68418.64,2023-10-14 16:48:16,West Christopher,Mobile,0
7768,3224,Transfer,68051.34,2022-12-11 21:12:53,Boothshire,ATM,0
7769,5114,Deposit,83256.74,2023-11-19 21:41:41,Brandonmouth,ATM,0
7770,4519,Transfer,59228.46,2024-04-20 00:43:22,Emilymouth,Web,0
7771,2534,Transfer,8346.15,2024-08-31 05:49:24,Carrollfort,Mobile,0
7772,6662,Withdrawal,23121.65,2023-01-05 19:57:54,Mendozashire,Web,1
7773,1967,Withdrawal,62103.82,2021-04-26 01:11:01,Fergusontown,Mobile,0
7774,1151,Deposit,40439.2,2023-09-29 11:12:18,Douglaschester,ATM,0
7775,1524,Payment,7567.7,2022-11-02 05:43:08,East Renee,Web,0
7776,765,Transfer,50959.31,2021-12-13 19:57:52,New Nicoleville,Mobile,0
7777,2370,Deposit,17400.89,2023-10-01 03:18:34,New Jasminefurt,ATM,0
7778,5001,Deposit,69588.81,2022-02-13 21:15:26,Jordanland,ATM,0
7779,5241,Withdrawal,66740.29,2021-11-23 17:35:09,North Amanda,Mobile,0
7780,3914,Payment,84757.0,2024-05-07 09:07:30,Albertborough,Web,0
7781,6378,Deposit,38285.93,2021-08-13 18:44:30,Chenhaven,Web,0
7782,4749,Payment,59389.69,2021-08-12 21:25:31,Port Alexander,ATM,0
7783,4706,Payment,24820.78,2021-06-25 21:08:13,Garrisonhaven,Mobile,0
7784,587,Transfer,9222.45,2023-05-27 13:42:09,West John,Mobile,0
7785,1451,Transfer,74757.88,2025-07-05 18:58:14,Codyton,Mobile,0
7786,4641,Withdrawal,73123.82,2023-04-13 11:20:03,Christopherbury,Mobile,0
7787,2191,Payment,32925.61,2024-08-03 17:26:39,New Edward,Web,0
7788,6229,Deposit,78579.55,2022-03-21 23:46:34,East Jenniferhaven,Web,0
7789,5352,Transfer,3600.42,2024-03-30 13:21:24,Amberville,Mobile,0
7790,6591,Deposit,8291.68,2022-03-30 03:43:23,North Crystal,ATM,0
7791,3976,Transfer,32909.21,2020-10-03 13:21:19,Beckertown,Mobile,0
7792,135,Transfer,13961.9,2023-05-15 13:08:25,Kristychester,Web,0
7793,5386,Transfer,51774.27,2024-01-11 04:58:18,Lake Rosestad,ATM,0
7794,3655,Payment,44001.46,2020-12-26 11:04:34,Philipview,Mobile,0
7795,6781,Deposit,49114.91,2024-02-12 02:30:51,Aliciaview,Mobile,0
7796,1718,Transfer,10471.88,2024-05-02 04:28:01,Cristianton,Web,0
7797,1012,Payment,94006.18,2023-07-10 02:30:26,Barnesbury,ATM,0
7798,2961,Deposit,48300.82,2021-04-28 17:48:52,Port Ashleymouth,Mobile,0
7799,5249,Withdrawal,46298.65,2023-01-25 04:26:02,North Carolineview,Mobile,0
7800,6335,Deposit,88220.25,2021-10-19 17:48:04,Port James,Web,0
7801,3078,Transfer,69890.03,2021-11-26 03:52:25,Kerrland,Web,0
7802,733,Transfer,20360.69,2022-07-22 20:03:35,Morrisborough,ATM,0
7803,4427,Transfer,47349.95,2023-08-19 13:58:31,West Hannah,Mobile,0
7804,6066,Payment,10239.85,2020-09-06 21:15:00,Webbmouth,Mobile,0
7805,5304,Transfer,70869.74,2024-12-14 14:52:35,Lake Amberview,Web,0
7806,704,Withdrawal,13729.67,2022-01-10 23:54:50,Smithshire,Web,0
7807,4455,Withdrawal,48136.15,2023-06-01 12:57:29,East Jamesborough,ATM,0
7808,5268,Deposit,71994.39,2021-06-26 21:36:42,Kendraville,Web,0
7809,1857,Withdrawal,10769.24,2025-04-05 06:55:27,Lamport,Mobile,1
7810,5100,Transfer,44654.44,2022-07-14 18:48:27,East Mathewstad,Web,0
7811,4860,Payment,26765.12,2024-05-28 12:15:18,East Juliemouth,Mobile,0
7812,1610,Payment,2081.8,2024-05-23 20:01:04,Seanborough,Mobile,0
7813,6655,Deposit,95079.52,2023-02-05 04:10:30,Peterton,Mobile,0
7814,6299,Deposit,19410.91,2024-05-25 19:54:05,East Zachary,Web,0
7815,1029,Withdrawal,74561.48,2024-10-22 23:30:31,Camposfort,ATM,0
7816,5336,Payment,13850.39,2023-05-14 15:43:46,South Alexton,Mobile,0
7817,5833,Payment,72875.48,2021-01-18 13:48:53,Fernandezland,Web,0
7818,5591,Transfer,7955.41,2022-05-31 17:41:05,Stacyfurt,Web,0
7819,3632,Withdrawal,71167.65,2024-09-03 05:57:13,North Stephenmouth,Mobile,0
7820,5151,Withdrawal,11532.36,2022-08-01 20:46:04,Robinchester,Mobile,0
7821,5041,Deposit,84609.61,2022-08-21 02:56:26,East John,Web,0
7822,4020,Payment,85133.47,2024-04-23 17:12:05,New Lisastad,Mobile,0
7823,117,Deposit,94046.37,2022-12-07 04:15:56,West Ricky,Web,0
7824,642,Withdrawal,75146.87,2025-04-03 11:34:17,West Paulview,Web,0
7825,6743,Transfer,72086.96,2022-09-13 10:56:27,Tuckerbury,Mobile,0
7826,6446,Withdrawal,33210.96,2022-09-05 03:41:23,South Kimberlychester,Web,0
7827,6726,Deposit,8317.2,2021-11-22 15:34:29,North Kevin,ATM,0
7828,4236,Withdrawal,64501.09,2021-03-09 03:34:41,Lake Barbarafurt,Mobile,0
7829,2787,Payment,22656.81,2022-01-06 19:26:35,Johnchester,Mobile,0
7830,1513,Transfer,7474.72,2020-10-11 15:33:49,South Leah,Web,0
7831,4868,Deposit,49607.12,2021-11-14 23:09:54,Ericton,Web,0
7832,5887,Transfer,13584.52,2022-03-28 23:51:58,Martinezville,Web,1
7833,6945,Transfer,51900.02,2025-01-01 09:38:13,West Zacharyhaven,ATM,0
7834,2151,Deposit,78344.48,2021-08-10 02:09:01,South William,Mobile,0
7835,2452,Transfer,54367.18,2024-01-15 09:25:24,Gibsonmouth,ATM,0
7836,1637,Deposit,93209.31,2024-04-06 08:24:06,Davidstad,ATM,0
7837,5179,Deposit,58855.59,2024-03-19 23:12:54,Lawsonport,Web,0
7838,3278,Transfer,868.2,2024-07-10 08:10:57,West Andreachester,ATM,0
7839,6167,Transfer,39659.65,2021-04-11 07:08:08,Gregoryport,Web,0
7840,3008,Transfer,4261.89,2025-05-01 20:46:53,Johnsonland,Web,0
7841,1527,Transfer,33423.89,2022-09-19 10:17:10,Port Jodiberg,ATM,0
7842,2748,Payment,91619.33,2024-01-05 19:18:29,Stephanieshire,Mobile,0
7843,839,Transfer,67721.0,2023-08-30 14:10:52,East Timothyview,ATM,0
7844,5534,Transfer,11616.56,2023-09-22 04:51:45,Brettland,Mobile,0
7845,2162,Deposit,13614.35,2023-12-11 18:59:34,Port Melissaton,Web,0
7846,5363,Deposit,65158.47,2025-08-27 02:43:14,Janetville,ATM,0
7847,1146,Transfer,23997.76,2023-03-12 23:48:16,Donaldstad,ATM,0
7848,5859,Transfer,22657.08,2021-11-12 14:01:05,New Jason,Mobile,0
7849,4778,Withdrawal,26976.79,2022-01-15 12:23:34,Nicoleberg,Web,0
7850,5474,Withdrawal,30302.04,2023-08-02 12:16:22,Cummingsside,Mobile,0
7851,1221,Payment,33597.01,2024-12-28 03:45:42,East Carla,ATM,0
7852,4974,Withdrawal,71538.23,2023-02-11 03:04:05,Brianberg,Mobile,0
7853,3476,Deposit,93502.8,2022-05-12 11:25:37,West Kevinmouth,ATM,0
7854,2649,Transfer,53136.02,2021-12-03 00:57:36,South Ashley,Web,0
7855,4213,Transfer,39525.86,2024-06-03 08:42:04,Mooreside,Mobile,0
7856,6346,Payment,83974.7,2022-12-16 03:12:01,West Andrewfurt,ATM,0
7857,5950,Payment,56480.89,2021-01-07 18:01:04,Loweburgh,Mobile,0
7858,309,Payment,60053.5,2023-06-11 04:56:59,North Deborahhaven,Web,0
7859,20,Withdrawal,74170.15,2024-06-15 18:56:44,North George,Web,0
7860,5852,Deposit,73201.35,2022-07-17 22:47:43,Elizabethchester,Web,0
7861,4046,Withdrawal,96146.66,2023-10-07 22:20:43,Port Christopher,Web,0
7862,1768,Deposit,40726.47,2021-04-28 09:14:49,West Nicholas,ATM,0
7863,4196,Withdrawal,78190.83,2023-01-31 12:13:45,South Michael,Web,0
7864,2327,Deposit,11295.08,2023-12-25 19:51:28,North Adam,Web,0
7865,6135,Withdrawal,89564.36,2022-10-24 01:56:56,Scotttown,ATM,0
7866,2953,Withdrawal,437.23,2021-04-04 17:06:02,Lake Jeffrey,Web,1
7867,5237,Withdrawal,88784.18,2025-07-31 13:58:38,New Phillipstad,Mobile,0
7868,4593,Transfer,33999.39,2025-07-12 04:59:32,Juliehaven,ATM,0
7869,2068,Deposit,25560.43,2024-12-26 14:36:04,Port Shelby,Web,0
7870,536,Transfer,21742.22,2025-01-05 18:48:32,Markhaven,Web,0
7871,381,Transfer,56743.75,2021-07-17 17:30:19,Frederickville,Web,0
7872,3620,Payment,60264.78,2022-06-28 15:56:39,South Stephen,ATM,0
7873,4746,Payment,45119.53,2022-07-05 17:15:43,New Johnside,Web,0
7874,265,Payment,7075.33,2021-06-05 18:28:38,Onealchester,ATM,0
