account_id,customer_id,account_type,account_balance,account_status,created_date
1979,3088,Savings,196571.31,Dormant,2023-07-23
1980,410,Savings,117562.24,Closed,2022-02-17
1981,4375,Savings,377922.1,Dormant,2020-09-20
1982,1372,Savings,199655.94,Closed,2019-03-17
1983,142,Current,464001.3,Active,2025-05-19
1984,3407,Savings,170375.11,Closed,2019-11-19
1985,97,Credit,311824.05,Active,2022-04-14
1986,1500,Current,491763.36,Active,2024-07-22
1987,3854,Credit,127536.69,Dormant,2023-11-04
1988,337,Current,226184.43,Closed,2017-02-06
1989,1671,Savings,483464.39,Closed,2018-05-16
1990,3046,Current,175714.77,Dormant,2025-08-25
1991,3319,Savings,130157.17,Closed,2018-05-10
1992,176,Credit,7210.89,Active,2018-09-08
1993,1845,Savings,49075.58,Active,2019-12-05
1994,1675,Savings,425919.46,Active,2016-04-11
1995,4531,Current,406299.56,Closed,2024-07-11
1996,776,Savings,196136.69,Closed,2020-04-02
1997,2411,Current,112218.22,Active,2016-06-02
1998,2636,Current,148385.1,Active,2020-10-04
1999,2183,Current,233768.02,Dormant,2016-10-09
2000,2638,Savings,2470.08,Active,2025-05-19
2001,2232,Savings,230634.89,Dormant,2021-04-06
2002,2421,Credit,347425.7,Closed,2018-07-27
2003,3218,Savings,368400.57,Closed,2020-10-29
2004,4003,Current,51917.82,Active,2023-07-06
2005,4106,Savings,474748.27,Dormant,2023-12-08
2006,4858,Current,236311.11,Closed,2022-04-06
2007,2219,Savings,150641.42,Active,2020-02-06
2008,3517,Savings,383481.15,Closed,2018-07-20
2009,1854,Savings,385902.17,Active,2017-03-21
2010,2297,Current,198220.89,Dormant,2022-09-19
2011,3983,Current,140911.38,Closed,2017-06-27
2012,3994,Savings,137994.67,Active,2020-01-01
2013,4382,Savings,196658.55,Active,2024-01-11
2014,3477,Savings,88034.73,Dormant,2018-08-21
2015,4269,Current,78091.85,Dormant,2025-02-07
2016,2417,Savings,454046.23,Dormant,2022-03-11
2017,4755,Current,496032.43,Active,2018-06-29
2018,1004,Savings,448343.74,Closed,2021-06-29
2019,4892,Current,170763.8,Active,2025-07-21
2020,774,Credit,20147.9,Active,2022-09-10
2021,3271,Savings,59789.52,Closed,2024-09-12
2022,2038,Credit,85167.0,Active,2017-04-22
2023,2571,Savings,217529.08,Dormant,2025-08-20
2024,4695,Credit,19313.73,Active,2022-12-04
2025,4147,Credit,284170.07,Active,2017-09-07
2026,2742,Current,221626.93,Active,2021-02-23
2027,2262,Current,244895.91,Active,2017-08-31
2028,1287,Credit,222855.33,Closed,2018-12-23
2029,2370,Savings,305438.18,Active,2022-06-01
2030,1583,Savings,30324.29,Closed,2024-09-12
2031,3809,Credit,315104.43,Dormant,2016-06-11
2032,4052,Savings,346336.52,Dormant,2024-09-28
2033,881,Credit,487665.51,Closed,2020-04-26
2034,2808,Savings,44516.65,Dormant,2024-03-04
2035,723,Savings,161759.23,Dormant,2024-09-23
2036,1358,Credit,23674.99,Dormant,2016-11-07
2037,883,Savings,20486.02,Active,2019-09-12
2038,4237,Savings,1256.85,Dormant,2020-12-13
2039,3512,Current,248725.18,Dormant,2021-05-22
2040,4350,Current,325035.43,Dormant,2016-12-31
2041,1965,Savings,99879.16,Dormant,2022-07-29
2042,1449,Current,128618.24,Dormant,2023-10-24
2043,600,Savings,191600.52,Active,2025-05-10
2044,2181,Savings,134199.39,Closed,2024-01-14
2045,4428,Credit,72905.83,Dormant,2024-10-02
2046,435,Current,360950.18,Active,2022-03-21
2047,2568,Current,446538.34,Dormant,2018-09-23
2048,3454,Savings,371493.98,Closed,2025-06-12
2049,420,Current,197816.79,Closed,2023-01-24
2050,3650,Credit,271772.28,Dormant,2025-05-27
2051,815,Current,225607.11,Active,2018-03-11
2052,4297,Current,60099.73,Closed,2022-03-06
2053,4157,Credit,276787.58,Dormant,2022-12-11
2054,2340,Credit,164069.61,Active,2016-01-19
2055,2669,Credit,362218.6,Dormant,2019-05-15
2056,4117,Credit,296286.17,Dormant,2016-07-23
2057,3299,Credit,275393.56,Closed,2023-12-05
2058,3949,Savings,270243.22,Dormant,2019-01-10
2059,1249,Current,258297.19,Active,2015-10-30
2060,1277,Credit,405063.0,Closed,2025-08-26
2061,3088,Savings,79339.1,Active,2023-04-07
2062,2624,Savings,462897.17,Closed,2017-06-03
2063,4444,Savings,211298.82,Active,2020-02-26
2064,318,Savings,138504.11,Dormant,2015-11-25
2065,3640,Savings,94098.33,Dormant,2017-04-11
2066,3695,Current,148048.18,Dormant,2020-07-23
2067,4621,Current,120364.56,Closed,2020-04-17
2068,2337,Savings,428410.2,Dormant,2019-08-06
2069,1161,Savings,40088.35,Closed,2015-12-02
2070,3007,Current,205609.84,Dormant,2023-11-07
2071,3290,Current,136982.69,Closed,2023-01-12
2072,794,Credit,2812.39,Dormant,2018-03-01
2073,925,Savings,459809.28,Closed,2025-02-26
2074,1016,Current,64459.99,Active,2024-08-27
2075,750,Current,495873.82,Closed,2020-02-03
2076,3451,Current,465100.64,Dormant,2019-05-09
2077,3513,Credit,457315.21,Active,2019-02-16
2078,1107,Credit,170537.4,Dormant,2016-03-31
2079,3189,Current,206637.63,Dormant,2017-09-10
2080,2373,Current,5152.77,Closed,2018-07-20
2081,975,Current,316680.3,Closed,2019-08-08
2082,2319,Current,359861.83,Closed,2023-11-19
2083,3029,Current,284631.51,Closed,2018-03-16
2084,4038,Current,298215.05,Closed,2023-08-23
2085,2609,Current,45336.56,Closed,2025-07-17
2086,4184,Credit,166913.99,Active,2025-02-12
2087,4258,Credit,12103.18,Dormant,2021-11-07
2088,2998,Savings,323239.32,Closed,2017-07-17
2089,94,Current,4689.84,Active,2016-12-31
2090,3949,Savings,293019.28,Closed,2020-08-15
2091,1603,Current,416001.65,Dormant,2018-10-12
2092,668,Credit,327458.37,Dormant,2021-12-02
2093,2967,Credit,134693.48,Dormant,2024-04-04
2094,1811,Savings,361997.0,Dormant,2022-08-22
2095,1091,Savings,58092.31,Closed,2019-11-26
2096,4992,Current,385495.5,Closed,2021-09-24
2097,1093,Current,405475.06,Closed,2016-12-10
2098,1203,Credit,173600.0,Active,2021-01-21
2099,72,Current,222723.99,Active,2021-06-18
2100,4298,Savings,246194.95,Active,2016-08-06
2101,1384,Current,74916.83,Dormant,2016-01-16
2102,3708,Current,213604.85,Active,2016-10-13
2103,3794,Savings,397823.81,Active,2018-12-22
2104,4705,Current,93950.65,Dormant,2025-07-09
2105,4146,Current,327751.34,Closed,2024-02-08
2106,2952,Current,183888.84,Dormant,2019-12-08
2107,4121,Current,345000.26,Dormant,2022-08-02
2108,4860,Savings,96712.24,Active,2025-03-17
2109,2450,Current,483550.09,Active,2021-01-07
2110,1957,Current,452890.01,Active,2023-05-28
2111,1867,Savings,496594.86,Closed,2023-09-06
2112,4482,Credit,76027.45,Closed,2020-09-12
2113,3882,Current,268888.71,Active,2020-07-11
2114,1444,Current,351195.67,Dormant,2018-03-04
2115,1238,Credit,447054.66,Dormant,2019-03-21
2116,3753,Credit,258782.92,Dormant,2021-08-21
2117,2333,Credit,469797.98,Dormant,2023-07-21
2118,4071,Credit,277657.12,Closed,2016-06-12
2119,1515,Current,18798.95,Dormant,2018-10-09
2120,3909,Current,429730.05,Active,2023-03-02
2121,2180,Savings,193464.17,Active,2016-09-09
2122,1160,Credit,435694.08,Dormant,2020-07-13
2123,4927,Current,153573.43,Closed,2019-01-17
2124,1508,Savings,335239.36,Dormant,2022-09-21
2125,4660,Credit,250387.91,Closed,2021-07-26
2126,4536,Savings,205643.64,Active,2018-11-02
2127,4406,Credit,2846.33,Dormant,2018-11-27
2128,51,Credit,268563.68,Dormant,2015-11-15
2129,2153,Savings,457121.21,Closed,2025-07-18
2130,1483,Credit,447310.02,Active,2021-06-01
2131,62,Savings,363508.09,Closed,2022-06-29
2132,1432,Current,78642.38,Dormant,2022-11-23
2133,3175,Credit,418777.2,Active,2021-07-07
2134,4302,Current,308897.08,Dormant,2025-04-13
2135,2450,Savings,383045.52,Active,2015-10-04
2136,3901,Current,232051.13,Active,2019-10-22
2137,2354,Savings,260625.57,Dormant,2021-09-04
2138,1057,Credit,79879.36,Closed,2024-03-29
2139,4753,Current,439329.34,Closed,2025-03-20
2140,2373,Current,75020.24,Closed,2022-11-16
2141,156,Savings,276888.04,Closed,2021-11-28
2142,1146,Savings,230207.0,Closed,2017-06-01
2143,1520,Credit,445792.92,Active,2024-10-19
2144,4435,Savings,328690.23,Dormant,2018-11-08
2145,4490,Current,349901.24,Active,2020-02-15
2146,2771,Credit,465180.75,Closed,2019-02-28
2147,835,Savings,213872.33,Active,2023-05-19
2148,3907,Savings,454881.06,Closed,2018-04-03
2149,2735,Current,488465.7,Active,2016-11-04
2150,3693,Credit,218338.71,Dormant,2025-07-28
2151,3476,Savings,88184.31,Active,2024-12-18
2152,4186,Credit,368374.92,Closed,2016-05-31
2153,944,Current,322234.15,Dormant,2020-06-25
2154,3805,Credit,262603.03,Dormant,2018-01-22
2155,4529,Savings,68292.36,Dormant,2019-05-20
2156,1352,Credit,495396.51,Active,2021-03-31
2157,3255,Credit,276823.88,Active,2017-12-20
2158,3698,Current,328378.4,Dormant,2017-02-17
2159,950,Current,431960.41,Closed,2024-05-03
2160,1717,Savings,474150.69,Active,2016-09-06
2161,605,Credit,405461.75,Active,2017-07-02
2162,4041,Current,349958.91,Dormant,2025-02-21
2163,1872,Credit,57896.88,Dormant,2018-12-07
2164,1193,Savings,160444.39,Active,2022-09-10
2165,165,Savings,273117.28,Closed,2023-02-16
2166,4398,Current,108342.46,Active,2021-11-19
2167,1048,Credit,140825.82,Dormant,2020-08-14
2168,1470,Savings,200828.84,Active,2022-11-27
2169,1387,Credit,275362.6,Dormant,2023-07-14
2170,2775,Savings,96379.24,Dormant,2024-10-12
2171,2011,Credit,432609.78,Active,2018-11-26
2172,1776,Credit,432176.03,Dormant,2020-05-24
2173,2371,Credit,247865.91,Closed,2018-06-12
2174,3951,Savings,344993.93,Closed,2019-09-26
2175,4737,Credit,4975.68,Dormant,2022-11-02
2176,105,Credit,149840.35,Dormant,2016-01-11
2177,2612,Current,461939.33,Dormant,2020-10-21
2178,4368,Savings,86657.13,Closed,2022-08-20
2179,2699,Savings,280646.79,Closed,2016-09-19
2180,519,Current,23984.51,Dormant,2023-06-04
2181,4872,Savings,157215.39,Active,2022-08-20
2182,580,Credit,38438.79,Dormant,2023-07-01
2183,3953,Credit,96546.11,Closed,2016-01-27
2184,4787,Current,225579.47,Active,2023-08-11
2185,3464,Credit,472073.44,Active,2021-03-19
2186,2154,Current,205699.38,Dormant,2024-02-17
2187,777,Credit,126351.9,Active,2021-03-06
2188,430,Credit,360397.72,Active,2018-07-11
2189,4065,Current,196602.24,Active,2024-06-12
2190,1614,Current,230393.3,Dormant,2016-01-20
2191,1189,Savings,467921.8,Active,2022-07-16
2192,1264,Current,102276.44,Dormant,2023-11-17
2193,3229,Current,214722.74,Active,2020-07-30
2194,3484,Savings,211688.81,Active,2017-10-30
2195,4141,Savings,187036.25,Closed,2022-07-30
2196,4404,Current,291803.88,Active,2023-06-20
2197,4287,Credit,64586.88,Dormant,2021-11-09
2198,2730,Credit,318232.59,Closed,2024-01-02
2199,4668,Credit,52762.88,Active,2020-10-12
2200,931,Current,458165.19,Closed,2021-06-04
2201,4760,Current,18564.67,Dormant,2018-01-27
2202,3611,Credit,448858.04,Dormant,2024-03-08
2203,1774,Savings,460229.47,Closed,2019-11-03
2204,2761,Savings,484851.84,Dormant,2018-10-28
2205,2455,Current,470856.35,Active,2024-11-04
2206,1560,Savings,289809.91,Dormant,2021-07-02
2207,3882,Savings,145526.28,Active,2024-01-13
2208,1658,Current,270480.92,Dormant,2020-11-28
2209,591,Credit,26732.27,Active,2024-05-01
2210,1196,Credit,452897.57,Active,2024-07-24
2211,2013,Current,53351.14,Closed,2024-10-25
2212,1772,Current,86270.3,Active,2024-02-12
2213,779,Current,310132.06,Dormant,2023-07-24
2214,4147,Credit,132272.01,Active,2016-10-02
2215,1755,Current,115053.75,Closed,2020-09-19
2216,252,Credit,201677.17,Closed,2019-07-21
2217,1179,Savings,229154.86,Active,2021-10-19
2218,73,Credit,184241.31,Active,2022-05-04
2219,4010,Current,94620.32,Dormant,2015-12-05
2220,1524,Current,171199.29,Closed,2023-01-27
2221,4274,Savings,30554.76,Active,2018-05-12
2222,533,Current,98770.84,Active,2018-10-06
2223,4467,Current,190162.26,Active,2020-03-17
2224,1789,Current,435327.15,Dormant,2018-11-12
2225,3490,Current,43295.47,Active,2020-03-23
2226,4403,Credit,462515.66,Dormant,2017-03-24
2227,3162,Current,55390.57,Dormant,2019-12-15
2228,2312,Current,39611.79,Dormant,2020-04-20
2229,4990,Savings,174611.28,Active,2017-05-07
2230,432,Savings,157216.28,Closed,2019-11-07
2231,2115,Savings,452739.17,Closed,2022-01-13
2232,4011,Credit,131141.9,Active,2018-11-15
2233,786,Current,16400.05,Active,2018-08-19
2234,3299,Current,398468.04,Dormant,2015-11-26
2235,3656,Credit,276732.49,Closed,2018-10-26
2236,4876,Current,90233.82,Active,2024-11-27
2237,1807,Current,446499.02,Dormant,2024-09-05
2238,3460,Credit,94760.06,Active,2017-02-19
2239,1310,Credit,433657.04,Closed,2016-04-04
2240,3370,Credit,374824.66,Closed,2016-12-09
2241,4359,Credit,211103.64,Closed,2016-12-23
2242,4426,Savings,196402.64,Active,2023-01-25
2243,129,Credit,323351.58,Dormant,2016-09-11
2244,296,Credit,277895.89,Closed,2025-02-17
2245,3703,Current,123992.58,Dormant,2016-04-13
2246,3683,Credit,268995.17,Active,2024-09-19
2247,906,Savings,257749.98,Dormant,2019-08-23
2248,697,Credit,298649.31,Closed,2024-12-24
2249,817,Savings,228648.86,Active,2023-04-03
2250,656,Savings,92636.54,Active,2016-12-27
2251,4116,Current,174425.97,Active,2023-10-08
2252,1623,Credit,157876.35,Active,2023-08-24
2253,3357,Savings,216192.49,Dormant,2022-03-24
2254,4050,Current,103257.92,Dormant,2023-01-01
2255,2941,Savings,409794.66,Dormant,2018-02-17
2256,1445,Savings,315758.92,Closed,2018-11-16
2257,3009,Savings,218742.45,Closed,2020-09-13
2258,1166,Current,270265.98,Dormant,2024-03-04
2259,369,Current,334097.06,Active,2024-09-21
2260,3418,Current,346227.47,Dormant,2017-05-03
2261,1444,Current,374792.93,Dormant,2018-07-30
2262,375,Savings,460930.21,Dormant,2017-02-07
2263,1322,Credit,61025.99,Closed,2016-06-28
2264,4950,Credit,491322.88,Dormant,2024-11-26
2265,2911,Current,60181.93,Active,2018-04-08
2266,3568,Savings,247181.34,Closed,2022-12-27
2267,4260,Current,163276.46,Closed,2022-03-13
2268,3582,Current,93439.86,Dormant,2018-03-24
2269,2924,Credit,267205.83,Closed,2016-01-25
2270,1982,Savings,172042.32,Dormant,2025-02-11
2271,370,Credit,134791.77,Active,2025-04-20
2272,4137,Credit,239223.78,Active,2020-01-10
2273,1080,Current,208771.96,Closed,2017-07-11
2274,3668,Credit,111957.96,Active,2022-01-14
2275,3230,Current,211177.66,Active,2017-11-17
2276,4117,Credit,216827.92,Closed,2016-03-11
2277,1863,Credit,140335.9,Active,2015-10-01
2278,4333,Current,282170.93,Dormant,2022-10-24
2279,3270,Current,60104.16,Closed,2020-01-02
2280,2312,Credit,181872.86,Closed,2017-11-21
2281,4382,Current,260256.84,Active,2015-11-26
2282,2952,Savings,369907.28,Closed,2016-11-05
2283,1478,Credit,50305.69,Dormant,2025-01-05
2284,547,Savings,230056.32,Closed,2023-02-13
2285,2828,Current,120696.58,Closed,2018-05-17
2286,1777,Credit,31729.09,Dormant,2019-06-25
2287,936,Savings,459300.73,Dormant,2019-06-12
2288,2103,Savings,13067.93,Closed,2020-01-08
2289,4638,Current,440175.79,Active,2015-12-19
2290,317,Savings,432352.23,Closed,2018-05-29
2291,1696,Credit,274977.55,Active,2017-04-06
2292,1880,Current,481270.34,Closed,2017-01-02
2293,3113,Savings,318300.33,Active,2017-05-14
2294,1694,Current,61089.68,Dormant,2021-12-23
2295,4140,Credit,80049.09,Active,2024-04-29
2296,1136,Current,433700.89,Active,2025-04-13
2297,1829,Current,107671.09,Dormant,2020-04-22
2298,3005,Savings,306874.37,Active,2023-05-14
2299,1762,Current,63564.15,Dormant,2016-12-30
2300,2469,Savings,231992.5,Active,2020-08-08
2301,2819,Savings,202123.79,Closed,2019-02-24
2302,2116,Credit,236872.47,Active,2021-03-09
2303,2434,Credit,189963.57,Active,2025-01-26
2304,3514,Credit,471835.45,Closed,2016-04-28
2305,4700,Savings,202749.39,Closed,2020-03-07
2306,1731,Credit,472028.54,Dormant,2022-10-08
2307,356,Current,297385.9,Closed,2021-12-13
2308,2254,Savings,249595.03,Closed,2015-11-20
2309,412,Current,109310.98,Closed,2024-10-31
2310,1036,Current,426284.33,Dormant,2023-03-14
2311,4301,Current,125296.04,Dormant,2024-11-26
2312,3914,Current,496642.11,Closed,2025-05-28
2313,3380,Current,276560.18,Closed,2019-07-16
2314,4435,Credit,86438.02,Dormant,2021-01-10
2315,682,Current,275599.12,Closed,2016-02-18
2316,2985,Savings,20462.91,Active,2021-12-15
2317,1702,Savings,400847.47,Closed,2024-07-26
2318,2199,Current,270376.1,Active,2023-12-10
2319,3203,Savings,159687.65,Active,2025-05-21
2320,4868,Credit,498180.82,Closed,2023-10-19
2321,3623,Credit,72415.89,Closed,2021-01-13
2322,3462,Current,407109.3,Closed,2015-12-29
2323,3050,Credit,488449.14,Dormant,2019-08-21
2324,3127,Credit,148981.56,Closed,2023-12-26
2325,928,Savings,154785.93,Dormant,2025-01-19
2326,444,Current,199104.17,Active,2023-06-07
2327,1133,Current,55624.66,Dormant,2019-02-05
2328,3550,Savings,258130.57,Dormant,2019-08-21
2329,221,Credit,266609.47,Dormant,2024-11-04
2330,1867,Credit,442989.61,Dormant,2018-08-02
2331,1692,Current,148830.24,Active,2023-11-04
2332,3606,Current,87485.72,Closed,2021-11-30
2333,1832,Savings,109700.82,Active,2019-02-16
2334,2565,Savings,449944.95,Closed,2020-08-10
2335,1194,Credit,415621.79,Dormant,2025-05-13
2336,4026,Current,352305.94,Dormant,2021-09-03
2337,4842,Savings,6570.91,Active,2023-03-21
2338,386,Current,482236.84,Closed,2020-07-19
2339,1202,Current,104639.8,Dormant,2017-11-13
2340,1405,Current,74096.9,Active,2018-04-10
2341,523,Savings,112891.25,Dormant,2021-12-01
2342,1954,Current,220635.6,Closed,2021-10-08
2343,644,Credit,473833.78,Closed,2018-08-03
2344,830,Savings,44058.93,Active,2017-06-28
2345,1561,Current,3405.16,Active,2018-07-27
2346,1720,Savings,331467.53,Closed,2016-01-28
2347,3534,Current,357627.75,Closed,2021-11-10
2348,2742,Current,338454.86,Active,2023-09-27
2349,3913,Savings,22828.49,Active,2020-05-05
2350,4485,Credit,227626.3,Closed,2019-03-26
2351,1111,Current,142127.03,Active,2017-03-11
2352,1091,Credit,177651.7,Closed,2019-04-13
2353,2616,Credit,225946.83,Dormant,2018-12-22
2354,180,Savings,62278.1,Closed,2025-07-17
2355,1008,Credit,275412.1,Dormant,2017-07-08
2356,4217,Credit,452900.84,Closed,2023-05-11
2357,4400,Current,129804.06,Closed,2017-10-23
2358,510,Credit,353184.5,Closed,2018-12-09
2359,3302,Savings,447969.65,Active,2019-09-26
2360,4498,Credit,250269.32,Closed,2021-04-20
2361,4559,Current,355206.85,Active,2022-04-01
2362,303,Current,254823.03,Closed,2015-09-03
2363,825,Current,497760.33,Active,2019-06-11
2364,1568,Credit,124800.47,Dormant,2023-01-02
2365,4062,Savings,292392.47,Active,2019-07-20
2366,4160,Current,479917.51,Closed,2024-12-14
2367,4626,Savings,166879.6,Closed,2024-10-06
2368,998,Current,361006.46,Closed,2020-10-15
2369,2701,Current,16441.69,Closed,2024-12-16
2370,2109,Credit,253430.21,Active,2023-07-02
2371,593,Credit,286167.56,Active,2025-03-15
2372,1823,Savings,192008.3,Active,2016-08-17
2373,4566,Savings,133723.17,Active,2020-05-11
2374,4024,Current,135967.21,Active,2017-12-13
2375,2497,Current,9963.43,Closed,2017-01-12
2376,2740,Savings,195349.51,Active,2015-11-24
2377,2490,Savings,102818.29,Active,2017-11-22
2378,1566,Savings,362557.51,Dormant,2024-03-08
2379,3178,Savings,177005.36,Active,2025-06-30
2380,3751,Current,265538.57,Active,2025-06-17
2381,1666,Savings,208878.46,Closed,2024-07-20
2382,577,Current,457875.52,Closed,2023-04-01
2383,2393,Credit,5383.32,Active,2021-02-20
2384,1837,Credit,167703.51,Dormant,2021-08-05
2385,1256,Credit,455265.33,Active,2016-07-23
2386,3551,Credit,423083.09,Closed,2024-10-03
2387,4231,Savings,262639.65,Active,2025-04-11
2388,2783,Credit,161180.8,Active,2025-02-04
2389,3727,Credit,150660.46,Dormant,2023-01-03
2390,4675,Credit,187261.18,Closed,2017-02-13
2391,4415,Savings,271555.42,Dormant,2022-12-18
2392,2323,Current,399834.38,Closed,2016-09-10
2393,4210,Savings,57748.58,Active,2017-03-17
2394,1063,Credit,40427.44,Closed,2023-11-02
2395,34,Current,342090.86,Dormant,2021-07-07
2396,3655,Credit,279005.46,Closed,2018-11-09
2397,3299,Current,288266.23,Closed,2018-05-20
2398,1642,Current,68980.7,Dormant,2021-02-22
2399,3458,Credit,434008.54,Closed,2018-02-22
2400,918,Credit,474902.39,Closed,2018-03-19
2401,2868,Savings,476388.61,Active,2024-07-01
2402,3996,Savings,170544.82,Closed,2024-06-19
2403,1894,Current,366541.8,Dormant,2021-09-11
2404,3182,Current,472962.09,Closed,2020-10-17
2405,3949,Credit,308214.79,Active,2020-10-24
2406,1556,Current,113954.28,Dormant,2022-09-18
2407,2213,Savings,139870.86,Active,2016-10-24
2408,4670,Savings,185771.72,Dormant,2017-09-20
2409,3749,Credit,145215.97,Dormant,2022-12-03
2410,320,Credit,139277.95,Active,2019-03-05
2411,1634,Savings,440190.57,Dormant,2024-03-01
2412,3204,Savings,37432.47,Dormant,2022-12-05
2413,958,Current,143141.6,Dormant,2018-05-06
2414,2233,Current,4002.43,Active,2025-08-18
2415,3434,Credit,333055.59,Closed,2021-02-03
2416,2393,Current,448445.28,Active,2023-09-05
2417,2574,Savings,338941.0,Closed,2016-06-01
2418,3980,Current,325831.0,Active,2018-05-08
2419,466,Current,167765.62,Active,2017-01-31
2420,4081,Current,71831.24,Closed,2024-07-31
2421,3675,Savings,229242.28,Active,2016-01-02
2422,2772,Savings,246223.47,Dormant,2025-03-27
2423,2918,Current,343860.91,Active,2021-10-27
2424,646,Savings,22888.29,Dormant,2017-02-01
2425,1495,Credit,79990.27,Active,2017-06-05
2426,2692,Current,203843.42,Closed,2022-01-18
2427,4369,Current,330914.34,Dormant,2019-10-26
2428,4984,Current,217637.26,Dormant,2022-01-18
2429,1992,Current,463254.83,Active,2017-01-24
2430,2064,Savings,149182.39,Dormant,2023-03-14
2431,2081,Credit,498237.08,Dormant,2024-06-19
2432,3868,Savings,391289.68,Active,2018-08-08
2433,4525,Current,153587.49,Closed,2019-03-10
2434,4515,Savings,29154.38,Closed,2020-09-06
2435,4555,Current,172637.74,Dormant,2022-09-01
2436,3918,Credit,339139.35,Dormant,2016-06-04
2437,3863,Savings,147972.84,Closed,2023-11-26
2438,4833,Savings,399304.6,Dormant,2016-01-16
2439,2788,Savings,254209.94,Active,2025-04-17
2440,426,Credit,475800.9,Closed,2016-05-17
2441,2858,Current,457390.88,Active,2018-11-10
2442,2765,Savings,275251.63,Closed,2021-11-01
2443,2513,Credit,450891.95,Dormant,2024-07-08
2444,2476,Current,36042.8,Closed,2023-09-06
2445,4841,Savings,368827.87,Active,2020-03-08
2446,3785,Current,18170.02,Active,2021-09-30
2447,1898,Current,341855.66,Dormant,2018-08-14
2448,4321,Credit,470747.24,Closed,2017-03-31
2449,3937,Credit,141365.04,Closed,2017-01-08
2450,2426,Current,251553.92,Active,2019-06-28
2451,4125,Savings,266786.12,Dormant,2018-01-24
2452,789,Savings,266820.98,Dormant,2025-03-03
2453,3613,Current,383281.2,Dormant,2017-01-01
2454,741,Credit,375682.22,Active,2021-08-14
2455,1544,Savings,82871.18,Dormant,2016-01-29
2456,2158,Current,355264.79,Dormant,2025-03-26
2457,947,Current,76646.95,Active,2018-05-12
2458,3188,Credit,3519.58,Dormant,2021-02-02
2459,3822,Savings,381085.41,Dormant,2025-08-02
2460,254,Savings,61150.53,Closed,2017-05-07
2461,1412,Credit,219216.77,Active,2019-02-01
2462,3374,Credit,157710.53,Closed,2021-03-16
2463,2504,Current,90091.07,Closed,2024-10-21
2464,327,Current,244734.46,Closed,2016-05-31
2465,3362,Savings,147108.75,Active,2022-12-02
2466,2085,Current,169132.4,Closed,2022-06-07
2467,2242,Current,235240.75,Active,2016-05-04
2468,2702,Savings,373209.44,Dormant,2023-11-01
2469,3908,Savings,428198.61,Active,2020-02-22
2470,2243,Current,127467.26,Dormant,2018-10-13
2471,60,Credit,341316.3,Dormant,2020-04-19
2472,131,Savings,435026.79,Closed,2023-12-05
2473,3301,Savings,92262.61,Closed,2020-03-23
2474,624,Credit,343545.82,Active,2018-05-31
2475,4186,Current,334273.97,Closed,2021-06-06
2476,1547,Savings,223160.85,Active,2016-09-05
2477,1568,Current,494852.76,Dormant,2023-12-08
2478,489,Savings,99351.42,Dormant,2020-06-10
2479,4093,Credit,11934.34,Active,2016-12-12
2480,1337,Savings,477657.52,Active,2016-12-16
2481,3122,Current,210772.43,Closed,2021-02-27
2482,852,Savings,454328.54,Active,2022-07-22
2483,4056,Credit,291539.53,Active,2025-04-30
2484,1548,Credit,240123.76,Dormant,2015-09-20
2485,1387,Savings,241140.4,Closed,2018-04-25
2486,3340,Current,212026.07,Closed,2023-05-13
2487,4021,Savings,399561.3,Dormant,2024-12-20
2488,1760,Credit,45844.76,Active,2017-04-20
2489,4901,Current,128510.97,Closed,2024-11-24
2490,2776,Credit,394202.47,Dormant,2020-12-01
2491,3358,Current,105958.39,Active,2025-07-08
2492,4574,Savings,293653.27,Active,2018-01-15
2493,786,Current,443796.39,Active,2023-06-02
2494,864,Current,211778.48,Active,2017-01-01
2495,1116,Savings,228613.15,Dormant,2022-12-03
2496,4933,Savings,37605.17,Dormant,2020-06-08
2497,206,Current,334501.4,Dormant,2018-06-21
2498,1132,Current,354960.23,Closed,2024-01-31
2499,2024,Credit,286266.03,Dormant,2021-12-27
2500,1159,Current,180765.85,Active,2016-10-20
2501,2352,Credit,167708.43,Dormant,2016-06-08
2502,1327,Current,447760.59,Dormant,2021-04-29
2503,957,Savings,214529.69,Dormant,2025-08-22
2504,2608,Savings,232650.27,Closed,2020-04-24
2505,856,Current,376435.5,Active,2023-03-14
2506,389,Credit,215143.91,Closed,2016-11-30
2507,1729,Credit,356746.19,Active,2024-05-25
2508,4256,Savings,85659.77,Dormant,2020-03-31
2509,2033,Credit,109648.4,Dormant,2016-02-10
2510,3448,Current,301723.03,Dormant,2022-03-03
2511,1632,Credit,107454.67,Closed,2019-03-13
2512,1746,Credit,40100.77,Dormant,2020-09-12
2513,4314,Savings,129863.03,Dormant,2016-06-19
2514,1258,Savings,467106.13,Dormant,2016-07-25
2515,2228,Credit,143433.86,Dormant,2018-11-06
2516,4091,Credit,197701.36,Dormant,2019-11-03
2517,4806,Current,383231.78,Closed,2018-03-23
2518,438,Savings,277025.38,Dormant,2017-02-04
2519,1419,Current,145981.37,Active,2020-05-29
2520,4495,Savings,144955.31,Active,2018-04-09
2521,2619,Savings,131506.83,Active,2023-01-19
2522,4009,Current,346961.11,Closed,2015-09-10
2523,4502,Savings,113623.3,Dormant,2021-04-20
2524,833,Savings,152944.45,Closed,2021-05-21
2525,2665,Savings,383240.14,Dormant,2023-11-16
2526,3308,Current,380664.95,Dormant,2019-01-03
2527,1775,Current,84639.66,Closed,2021-05-07
